Unnamed: 0,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,ee 3,Pre catalyst 2(True or False),Type of Coordination Atoms 2,Additive 2 step 2,L/M 1,Yield 1,Central Metal of Catalyst 2,exo/endo,S/C 2,Valence of Central Metal 1,Ammount of additive 2 step 2,dr 2,Product 3 R or S,"Other information(use ""-"" to split, eg. 'property1-property2')",Reaction ID,Additive 1 step 2,Reaction Temperature/C step 2,Product Name 2,Reaction Temperature/C,pdf name (don't include '.pdf'),Solvent 1 ammount(mL),dr 1,S/C 1,Ligand 2 Type,Type of Coordination Atoms 1,Reaction Time/h,Number of Coordination Atoms 1,Solvent 2,Ammount of additive 1,LED,Number of Coordination Atoms 2,LED step 2,Reaction Type,Ammount of reactant 2(mmol),Ref.(DOI),Yield 3,"Molecular Sieve(3A, 4A, 5A)",Solvent Ratio,Yield 2,Product 2 R or S,Ammount of additive 2,dr 3,L/M 2,Charge of Ligand 2,Ammount of reactant 1(mmol),Pressure/atm,Solvent 2 ammount(mL),ee 1,Valence of Central Metal 2,Pre catalyst 1(True or False),Central Metal of Catalyst 1,Ligand Name 2,Reactant Name 2,Ligand 1 Type,Additive 2,Product Name 3,(Pre)Catalyst Name 2,Ammount of additive 1 step 2,ee 2,Reaction Time/h step 2,Ammount of Molecular Sieve(mg),Charge of Ligand 1,Product 1 R or S
29,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CC(C)[C@H]1COC(c2c3ccc(c2P(c2ccccc2)c2ccccc2)CCc2ccc(cc2)CC3)=N1,ClCCCl,,,,,,,,,1.1,0.54,,50:50,,0.0,,,,,30,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",46.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.06,,,0.0,S
30,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.98,,7:93,,0.0,,,,,31,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,5,,P,13.0,1.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.35,,,0.0,S
31,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.93,,5:95,,0.0,,,,,32,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",25,10.1002_adsc.200600583,2,,5,,P,17.0,1.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.37,,,0.0,S
32,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.95,,35:65,,0.0,,,,,33,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,100,,P,18.0,1.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.33,,,0.0,S
33,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.9,,62:38,,0.0,,,,,34,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,100,,P,90.0,1.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
34,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.87,,2:98,,0.0,,,,,35,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,1.0,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.35,,,0.0,S
35,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.44,,17:83,,0.0,,,,,36,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",25,10.1002_adsc.200600583,2,,5,,P,19.0,1.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.46,,,0.0,S
36,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.81,,57:43,,0.0,,,,,37,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,5,,"P,N",20.0,2.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,-0.06,,,0.0,S
37,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@@H](c1ccccc1)N([C@@H](C)c1ccccc1)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.93,,56:44,,0.0,,,,,38,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,5,,"P,N",15.0,2.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.19,,,0.0,S
38,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,ClCCCl,,,,,,,,,2.0,0.99,,3:97,,0.0,,,,,39,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",2.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,-0.13,,,0.0,S
39,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,c1ccc2c(c1)ccc1op(N3CCOCC3)oc3ccc4ccccc4c3c12,ClCCCl,,,,,,,,,2.0,0.96,,4:96,,0.0,,,,,40,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",2.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.1,,,0.0,S
40,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,Cc1cc2ccccc2c2c1op(N(C)C)oc1c(C)cc3ccccc3c12,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.96,,45:55,,0.0,,,,,41,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,5,,"P,N",5.0,2.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.32,,,0.0,S
41,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C1=CC2C=CC1C2.C1=CC2C=CC1C2.FB(F)F.[F-].[Rh+],Cc1cc2ccccc2c2c1op(N(C)C)oc1c(C)cc3ccccc3c12,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.73,,14:86,,1.0,,,,,42,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",25,10.1002_adsc.200600583,2,,5,,"P,N",19.0,2.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.41,,,0.0,S
42,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2c(-c3ccccc3)cc3ccccc3c2c2c(o1)c(-c1ccccc1)cc1ccccc12,ClCCCl,,,,,,,,,2.0,0.91,,30:70,,0.0,,,,,43,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",14.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.18,,,0.0,S
43,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2c(-c3ccc(C(F)(F)F)cc3)cc3ccccc3c2c2c(o1)c(-c1ccc(C(F)(F)F)cc1)cc1ccccc12,ClCCCl,,,,,,,,,2.0,0.59,,26:74,,0.0,,,,,44,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",39.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.1,,,0.0,S
44,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CCN(CC)p1oc2c(P(c3ccccc3)c3ccccc3)cc3ccccc3c2c2c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc12,ClCCCl,,,,,,,,,1.1,,,,,0.0,,,,,45,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",17.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
45,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,ClCCCl,,,,,,,,,2.0,0.96,,5:95,,0.0,,,,,46,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",0.5,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.39,,,0.0,S
46,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CC(C)Op1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.98,,19:81,,0.0,,,,,47,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,O",3.5,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.05,,,0.0,S
47,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](Op1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)c1ccccc1,ClCCCl,,,,,,,,,2.0,0.99,,3:97,,0.0,,,,,48,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,O",1.2,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.13,,,0.0,S
48,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@@H](Op1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)c1ccccc1,ClCCCl,,,,,,,,,2.0,0.99,,4:96,,0.0,,,,,49,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,O",1.2,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,-0.1,,,0.0,S
49,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)P1OC(c2ccccc2)(c2ccccc2)[C@@H]2OC(C)(C)O[C@H]2C(c2ccccc2)(c2ccccc2)O1,ClCCCl,,,,,,,,,2.0,0.95,,48:52,,0.0,,,,,50,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",4.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,0.34,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.13,,,0.0,S
50,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CCN(CC)P1O[C@@H](C(=O)OC(C)C)[C@H](C(=O)OC(C)C)O1,ClCCCl,,,,,,,,,2.0,0.93,,1:99,,0.0,,,,,51,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,N",1.5,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,-0.44,,,0.0,S
51,O=Cc1cc(Cl)cc(Cl)c1O,C1=CC2C=CC1C2,O=C(c1cc(Cl)cc(Cl)c1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1cc(Cl)cc(Cl)c1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.97,,9:91,,0.0,,,,,52,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,0.5,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,-0.72,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.42,,,0.0,S
52,O=Cc1cc([N+](=O)[O-])ccc1O,C1=CC2C=CC1C2,O=C(c1cc([N+](=O)[O-])ccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1cc([N+](=O)[O-])ccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.81,,5:95,,0.0,,,,,53,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxy-5-nitrophenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,0.5,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,-0.74,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.37,,,0.0,S
53,O=Cc1cc([N+](=O)[O-])ccc1O,C1=CC2C=CC1C2,O=C(c1cc([N+](=O)[O-])ccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1cc([N+](=O)[O-])ccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C1=CC2C=CC1C2.C1=CC2C=CC1C2.FB(F)F.[F-].[Rh+],CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,2.0,0.97,,9:91,,1.0,,,,,54,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxy-5-nitrophenyl)methanone",80,10.1002_adsc.200600583,2,,5,,P,13.0,1.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,-0.94,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.4,,,0.0,S
54,Nc1c(Br)cc(Br)cc1C=O,C1=CC2C=CC1C2,Nc1c(Br)cc(Br)cc1C(=O)[C@H]1C[C@@H]2C=C[C@H]1C2,Nc1c(Br)cc(Br)cc1C(=O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,0.5,0.92,,5:95,,0.0,,,,,55,,,"(2-amino-3,5-dibromophenyl)((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)methanone",80,10.1002_adsc.200600583,2,,5,,P,14.0,1.0,,0.06,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.41,,,0.0,S
55,O=Cc1c(O)ccc2ccccc12,C1=CC2C=CC1C2,O=C(c1c(O)ccc2ccccc12)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1c(O)ccc2ccccc12)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.99,,3:97,,0.0,,,,,56,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxynaphthalen-1-yl)methanone",80,10.1002_adsc.200600583,2,,20,,P,0.7,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.32,,,0.0,S
56,Cc1ccc(O)c(C=O)c1,C1=CC2C=CC1C2,Cc1ccc(O)c(C(=O)[C@H]2C[C@@H]3C=C[C@H]2C3)c1,Cc1ccc(O)c(C(=O)[C@@H]2C[C@@H]3C=C[C@H]2C3)c1,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.99,,2:98,,0.0,,,,,57,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxy-5-methylphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,1.0,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.11,,,0.0,S
57,CC(C)(C)c1cc(C=O)c(O)c(C(C)(C)C)c1,C1=CC2C=CC1C2,CC(C)(C)c1cc(C(=O)[C@H]2C[C@@H]3C=C[C@H]2C3)c(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(C(=O)[C@@H]2C[C@@H]3C=C[C@H]2C3)c(O)c(C(C)(C)C)c1,C1=C\CC/C=C\CC/1.CC(C)(C)C(=O)CC(=O)C(C)(C)C.[Rh],CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.92,,4:96,,0.0,,,,,58,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-di-tert-butyl-2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,19.0,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.35,,,0.0,S
58,O=Cc1cccc(O)c1O,C1=CC2C=CC1C2,O=C(c1cccc(O)c1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1cccc(O)c1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.98,,5:95,,0.0,,,,,59,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2,3-dihydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,1.0,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.54,,,0.0,S
